Datetime,Temp.din5,EC.din5
6/26/18 7:15,2.83,13.3
6/26/18 7:30,2.85,13.3
6/26/18 7:45,2.9,13.3
6/26/18 8:00,3.12,13.2
6/26/18 8:15,3.26,13.3
6/26/18 8:30,3.37,13.5
6/26/18 8:45,3.49,13.4
6/26/18 9:00,3.69,13.3
6/26/18 9:15,3.96,13.2
6/26/18 9:30,4.24,13.3
6/26/18 9:45,4.52,13.3
6/26/18 10:00,4.81,13.2
6/26/18 10:15,5.08,13.3
6/26/18 10:30,5.38,13.2
6/26/18 10:45,5.71,13.2
6/26/18 11:00,6.01,13.2
6/26/18 11:15,6.3,13.1
6/26/18 11:30,6.58,13.2
6/26/18 11:45,6.86,13.2
6/26/18 12:00,7.13,13.1
6/26/18 12:15,7.38,13.2
6/26/18 12:30,7.63,13.3
6/26/18 12:45,7.87,13
6/26/18 13:00,8.1,13.2
6/26/18 13:15,8.32,13.3
6/26/18 13:30,8.52,13.2
6/26/18 13:45,8.69,13.2
6/26/18 14:00,8.85,13.1
6/26/18 14:15,8.95,13.1
6/26/18 14:30,9.03,13.1
6/26/18 14:45,9.07,13
6/26/18 15:00,9.08,13
6/26/18 15:15,9.03,13.1
6/26/18 15:30,8.99,12.9
6/26/18 15:45,8.87,12.8
6/26/18 16:00,8.75,12.7
6/26/18 16:15,8.59,12.6
6/26/18 16:30,8.4,12.5
6/26/18 16:45,8.2,12.5
6/26/18 17:00,7.91,12.4
6/26/18 17:15,7.66,12.3
6/26/18 17:30,7.39,12.3
6/26/18 17:45,7.11,12.2
6/26/18 18:00,6.82,12.2
6/26/18 18:15,6.49,12.1
6/26/18 18:30,6.15,11.9
6/26/18 18:45,5.78,12.1
6/26/18 19:00,5.38,11.9
6/26/18 19:15,5.08,12
6/26/18 19:30,4.82,12.1
6/26/18 19:45,4.63,11.8
6/26/18 20:00,4.42,11.9
6/26/18 20:15,4.25,11.9
6/26/18 20:30,4.09,11.8
6/26/18 20:45,3.89,11.9
6/26/18 21:00,3.69,11.8
6/26/18 21:15,3.55,11.8
6/26/18 21:30,3.41,11.9
6/26/18 21:45,3.32,11.9
6/26/18 22:00,3.23,11.8
6/26/18 22:15,3.16,11.8
6/26/18 22:30,3.11,12
6/26/18 22:45,3.06,11.8
6/26/18 23:00,3.01,11.9
6/26/18 23:15,2.99,12
6/26/18 23:30,2.95,11.9
6/26/18 23:45,2.92,11.9
6/27/18 0:00,2.9,11.9
6/27/18 0:15,2.87,11.9
6/27/18 0:30,2.85,11.9
6/27/18 0:45,2.81,11.9
6/27/18 1:00,2.78,12
6/27/18 1:15,2.76,12.1
6/27/18 1:30,2.72,12.1
6/27/18 1:45,2.7,12.2
6/27/18 2:00,2.65,12.2
6/27/18 2:15,2.62,12.2
6/27/18 2:30,2.57,12.2
6/27/18 2:45,2.53,12
6/27/18 3:00,2.51,12.2
6/27/18 3:15,2.48,12.2
6/27/18 3:30,2.44,12.3
6/27/18 3:45,2.41,12.1
6/27/18 4:00,2.38,12.1
6/27/18 4:15,2.35,12.1
6/27/18 4:30,2.34,12.1
6/27/18 4:45,2.31,12.1
6/27/18 5:00,2.29,12.1
6/27/18 5:15,2.28,12.1
6/27/18 5:30,2.25,12.1
6/27/18 5:45,2.24,12.3
6/27/18 6:00,2.22,12.2
6/27/18 6:15,2.18,12.4
6/27/18 6:30,2.17,12.4
6/27/18 6:45,2.16,12.4
6/27/18 7:00,2.14,12.4
6/27/18 7:15,2.14,12.4
6/27/18 7:30,2.13,12.4
6/27/18 7:45,2.2,12.3
6/27/18 8:00,2.36,12.3
6/27/18 8:15,2.49,12.2
6/27/18 8:30,2.58,12.4
6/27/18 8:45,2.71,12.3
6/27/18 9:00,2.9,12.3
6/27/18 9:15,3.13,12.3
6/27/18 9:30,3.4,12.2
6/27/18 9:45,3.69,12.3
6/27/18 10:00,3.96,12.4
6/27/18 10:15,4.21,12.3
6/27/18 10:30,4.56,12.3
6/27/18 10:45,4.83,12.2
6/27/18 11:00,5.15,12.3
6/27/18 11:15,5.43,12.2
6/27/18 11:30,5.7,12.2
6/27/18 11:45,5.94,12.2
6/27/18 12:00,6.21,12.2
6/27/18 12:15,6.47,12.3
6/27/18 12:30,6.71,12.2
6/27/18 12:45,6.94,12.3
6/27/18 13:00,7.19,12.3
6/27/18 13:15,7.4,12.3
6/27/18 13:30,7.6,12.2
6/27/18 13:45,7.8,12.1
6/27/18 14:00,7.94,12.2
6/27/18 14:15,8.06,12.2
6/27/18 14:30,8.18,12.3
6/27/18 14:45,8.25,12.3
6/27/18 15:00,8.29,12.3
6/27/18 15:15,8.31,12.1
6/27/18 15:30,8.3,12.1
6/27/18 15:45,8.27,12.3
6/27/18 16:00,8.19,12.2
6/27/18 16:15,8.1,12
6/27/18 16:30,7.97,12.1
6/27/18 16:45,7.82,12.1
6/27/18 17:00,7.66,12
6/27/18 17:15,7.48,12.1
6/27/18 17:30,7.29,12
6/27/18 17:45,7.08,11.9
6/27/18 18:00,6.86,12
6/27/18 18:15,6.64,11.8
6/27/18 18:30,6.34,11.9
6/27/18 18:45,6.03,12
6/27/18 19:00,5.66,11.8
6/27/18 19:15,5.39,11.9
6/27/18 19:30,5.19,11.9
6/27/18 19:45,4.94,11.9
6/27/18 20:00,4.79,11.7
6/27/18 20:15,4.62,11.8
6/27/18 20:30,4.48,11.9
6/27/18 20:45,4.32,11.9
6/27/18 21:00,4.13,11.8
6/27/18 21:15,3.97,11.9
6/27/18 21:30,3.82,11.7
6/27/18 21:45,3.7,11.8
6/27/18 22:00,3.6,11.8
6/27/18 22:15,3.51,11.9
6/27/18 22:30,3.43,11.7
6/27/18 22:45,3.33,11.9
6/27/18 23:00,3.28,11.9
6/27/18 23:15,3.21,11.8
6/27/18 23:30,3.16,11.8
6/27/18 23:45,3.13,12
6/28/18 0:00,3.09,11.8
6/28/18 0:15,3.08,12
6/28/18 0:30,3.05,11.9
6/28/18 0:45,3.02,11.9
6/28/18 1:00,3.02,11.9
6/28/18 1:15,3.01,11.9
6/28/18 1:30,3.01,11.9
6/28/18 1:45,3,11.9
6/28/18 2:00,3,12
6/28/18 2:15,3,12
6/28/18 2:30,2.98,12.1
6/28/18 2:45,2.95,12.1
6/28/18 3:00,2.94,12.1
6/28/18 3:15,2.88,12.1
6/28/18 3:30,2.86,12.1
6/28/18 3:45,2.83,12.1
6/28/18 4:00,2.78,12
6/28/18 4:15,2.74,12.1
6/28/18 4:30,2.71,12.2
6/28/18 4:45,2.67,12.2
6/28/18 5:00,2.66,12
6/28/18 5:15,2.64,12.2
6/28/18 5:30,2.62,12.2
6/28/18 5:45,2.6,12.2
6/28/18 6:00,2.59,12.2
6/28/18 6:15,2.57,12.2
6/28/18 6:30,2.58,12.2
6/28/18 6:45,2.58,12.2
6/28/18 7:00,2.6,12.2
6/28/18 7:15,2.64,12.2
6/28/18 7:30,2.67,12.2
6/28/18 7:45,2.73,12.1
6/28/18 8:00,2.86,12.1
6/28/18 8:15,3.02,12
6/28/18 8:30,3.15,12.2
6/28/18 8:45,3.26,12.1
6/28/18 9:00,3.43,12.1
6/28/18 9:15,3.63,12.2
6/28/18 9:30,3.84,12.1
6/28/18 9:45,4.06,12
6/28/18 10:00,4.25,11.9
6/28/18 10:15,4.49,11.8
6/28/18 10:30,4.77,12.1
6/28/18 10:45,5.04,12
6/28/18 11:00,5.29,11.9
6/28/18 11:15,5.54,12
6/28/18 11:30,5.81,12
6/28/18 11:45,6.03,12
6/28/18 12:00,6.29,12
6/28/18 12:15,6.51,12.1
6/28/18 12:30,6.77,12.2
6/28/18 12:45,7,11.9
6/28/18 13:00,7.22,12
6/28/18 13:15,7.45,12.1
6/28/18 13:30,7.66,12.2
6/28/18 13:45,7.83,12.1
6/28/18 14:00,7.98,12.1
6/28/18 14:15,8.12,12
6/28/18 14:30,8.25,12.1
6/28/18 14:45,8.33,12
6/28/18 15:00,8.24,12
6/28/18 15:15,8.04,12.1
6/28/18 15:30,7.87,12.1
6/28/18 15:45,7.62,12
6/28/18 16:00,7.28,12.2
6/28/18 16:15,7.04,11.9
6/28/18 16:30,6.78,12.2
6/28/18 16:45,6.52,12
6/28/18 17:00,6.37,11.8
6/28/18 17:15,6.2,11.9
6/28/18 17:30,5.98,11.8
6/28/18 17:45,5.73,11.9
6/28/18 18:00,5.53,11.8
6/28/18 18:15,5.37,11.9
6/28/18 18:30,5.22,11.9
6/28/18 18:45,5.09,12
6/28/18 19:00,4.93,11.9
6/28/18 19:15,4.79,11.9
6/28/18 19:30,4.67,11.8
6/28/18 19:45,4.58,11.8
6/28/18 20:00,4.49,11.8
6/28/18 20:15,4.42,11.9
6/28/18 20:30,4.34,11.9
6/28/18 20:45,4.24,11.9
6/28/18 21:00,4.14,12
6/28/18 21:15,4.03,12
6/28/18 21:30,3.9,12.1
6/28/18 21:45,3.81,12.1
6/28/18 22:00,3.71,12
6/28/18 22:15,3.62,12.2
6/28/18 22:30,3.51,12
6/28/18 22:45,3.46,12.2
6/28/18 23:00,3.43,12.1
6/28/18 23:15,3.41,12.1
6/28/18 23:30,3.4,11.9
6/28/18 23:45,3.39,11.9
6/29/18 0:00,3.36,11.9
6/29/18 0:15,3.35,11.9
6/29/18 0:30,3.35,11.9
6/29/18 0:45,3.34,11.9
6/29/18 1:00,3.29,11.9
6/29/18 1:15,3.25,12
6/29/18 1:30,3.2,12
6/29/18 1:45,3.14,12
6/29/18 2:00,3.08,12
6/29/18 2:15,3.05,12
6/29/18 2:30,2.99,12
6/29/18 2:45,2.97,12.1
6/29/18 3:00,2.94,12.1
6/29/18 3:15,2.95,12.1
6/29/18 3:30,2.92,12.1
6/29/18 3:45,2.91,12.1
6/29/18 4:00,2.88,12.3
6/29/18 4:15,2.85,12.3
6/29/18 4:30,2.81,12.1
6/29/18 4:45,2.78,12.1
6/29/18 5:00,2.73,12.3
6/29/18 5:15,2.69,12.3
6/29/18 5:30,2.65,12.2
6/29/18 5:45,2.6,12.4
6/29/18 6:00,2.56,12.4
6/29/18 6:15,2.53,12.4
6/29/18 6:30,2.51,12.4
6/29/18 6:45,2.51,12.4
6/29/18 7:00,2.51,12.4
6/29/18 7:15,2.52,12.4
6/29/18 7:30,2.53,12.2
6/29/18 7:45,2.57,12.2
6/29/18 8:00,2.65,12.4
6/29/18 8:15,2.79,12.5
6/29/18 8:30,2.9,12.4
6/29/18 8:45,3.01,12.4
6/29/18 9:00,3.15,12.5
6/29/18 9:15,3.33,12.3
6/29/18 9:30,3.54,12.4
6/29/18 9:45,3.75,12.3
6/29/18 10:00,3.88,12.2
6/29/18 10:15,4.07,12.2
6/29/18 10:30,4.27,12.3
6/29/18 10:45,4.48,12.2
6/29/18 11:00,4.62,12.1
6/29/18 11:15,4.67,12.1
6/29/18 11:30,4.68,12.1
6/29/18 11:45,4.62,12.3
6/29/18 12:00,4.52,12.3
6/29/18 12:15,4.41,12.2
6/29/18 12:30,4.39,12.2
6/29/18 12:45,4.44,12.4
6/29/18 13:00,4.41,12.4
6/29/18 13:15,4.4,12.4
6/29/18 13:30,4.44,12.4
6/29/18 13:45,4.52,12.3
6/29/18 14:00,4.56,12.3
6/29/18 14:15,4.58,12.3
6/29/18 14:30,4.61,12.5
6/29/18 14:45,4.69,12.4
6/29/18 15:00,4.73,12.3
6/29/18 15:15,4.73,12.4
6/29/18 15:30,4.69,12.4
6/29/18 15:45,4.65,12.5
6/29/18 16:00,4.59,12.5
6/29/18 16:15,4.61,12.5
6/29/18 16:30,4.69,12.6
6/29/18 16:45,4.73,12.4
6/29/18 17:00,4.67,12.6
6/29/18 17:15,4.6,12.6
6/29/18 17:30,4.54,12.7
6/29/18 17:45,4.47,12.7
6/29/18 18:00,4.35,12.7
6/29/18 18:15,4.21,12.6
6/29/18 18:30,4.1,12.7
6/29/18 18:45,3.98,12.7
6/29/18 19:00,3.89,12.7
6/29/18 19:15,3.79,12.8
6/29/18 19:30,3.69,12.8
6/29/18 19:45,3.6,12.9
6/29/18 20:00,3.49,12.7
6/29/18 20:15,3.37,12.9
6/29/18 20:30,3.26,12.8
6/29/18 20:45,3.18,12.8
6/29/18 21:00,3.08,12.9
6/29/18 21:15,3,13.1
6/29/18 21:30,2.91,13.1
6/29/18 21:45,2.84,13
6/29/18 22:00,2.76,13
6/29/18 22:15,2.7,13.2
6/29/18 22:30,2.64,13.2
6/29/18 22:45,2.57,13.3
6/29/18 23:00,2.53,13.3
6/29/18 23:15,2.48,13.3
6/29/18 23:30,2.45,13.5
6/29/18 23:45,2.41,13.5
6/30/18 0:00,2.38,13.3
6/30/18 0:15,2.37,13.5
6/30/18 0:30,2.36,13.4
6/30/18 0:45,2.36,13.5
6/30/18 1:00,2.35,13.2
6/30/18 1:15,2.32,13.4
6/30/18 1:30,2.32,13.2
6/30/18 1:45,2.31,13.2
6/30/18 2:00,2.28,13.4
6/30/18 2:15,2.23,13.2
6/30/18 2:30,2.22,13.4
6/30/18 2:45,2.21,13.2
6/30/18 3:00,2.14,13.3
6/30/18 3:15,2.1,13.3
6/30/18 3:30,2.07,13.1
6/30/18 3:45,2.04,13.1
6/30/18 4:00,2.02,13.3
6/30/18 4:15,2,13.1
6/30/18 4:30,1.99,13.3
6/30/18 4:45,1.96,13.2
6/30/18 5:00,1.93,13.4
6/30/18 5:15,1.9,13.4
6/30/18 5:30,1.87,13.2
6/30/18 5:45,1.86,13.4
6/30/18 6:00,1.85,13.4
6/30/18 6:15,1.85,13.4
6/30/18 6:30,1.87,13.2
6/30/18 6:45,1.89,13.4
6/30/18 7:00,1.9,13.4
6/30/18 7:15,1.93,13.4
6/30/18 7:30,1.99,13.3
6/30/18 7:45,2.09,13.3
6/30/18 8:00,2.24,13.2
6/30/18 8:15,2.36,13.2
6/30/18 8:30,2.48,13.3
6/30/18 8:45,2.55,13.1
6/30/18 9:00,2.58,13.1
6/30/18 9:15,2.83,13.3
6/30/18 9:30,3.02,13.1
6/30/18 9:45,3.28,13.2
6/30/18 10:00,3.49,13.2
6/30/18 10:15,3.74,13.1
6/30/18 10:30,3.99,13.2
6/30/18 10:45,4.24,13.1
6/30/18 11:00,4.46,13.2
6/30/18 11:15,4.67,13.3
6/30/18 11:30,4.95,13.3
6/30/18 11:45,5.08,13.3
6/30/18 12:00,5.24,13.2
6/30/18 12:15,5.24,13.2
6/30/18 12:30,5.58,13.4
6/30/18 12:45,5.72,13.4
6/30/18 13:00,6.02,13.2
6/30/18 13:15,6.35,13.3
6/30/18 13:30,6.43,13.4
6/30/18 13:45,6.68,13.3
6/30/18 14:00,6.94,13.2
6/30/18 14:15,7.18,13.3
6/30/18 14:30,7.24,13.4
6/30/18 14:45,7.07,13.5
6/30/18 15:00,6.96,13.2
6/30/18 15:15,7.04,13.5
6/30/18 15:30,7.04,13.5
6/30/18 15:45,7.27,13.4
6/30/18 16:00,7.59,13.4
6/30/18 16:15,7.87,13.5
6/30/18 16:30,7.96,13.4
6/30/18 16:45,7.97,13.4
6/30/18 17:00,7.9,13.5
6/30/18 17:15,7.78,13.5
6/30/18 17:30,7.61,13.4
6/30/18 17:45,7.31,13.5
6/30/18 18:00,6.89,13.4
6/30/18 18:15,6.58,13.5
6/30/18 18:30,6.36,13.4
6/30/18 18:45,6.06,13.5
6/30/18 19:00,5.67,13.5
6/30/18 19:15,5.35,13.5
6/30/18 19:30,5.03,13.6
6/30/18 19:45,4.81,13.6
6/30/18 20:00,4.59,13.8
6/30/18 20:15,4.41,13.7
6/30/18 20:30,4.24,13.6
6/30/18 20:45,4.07,13.7
6/30/18 21:00,3.93,13.7
6/30/18 21:15,3.79,13.8
6/30/18 21:30,3.65,13.9
6/30/18 21:45,3.51,13.9
6/30/18 22:00,3.39,13.8
6/30/18 22:15,3.27,13.9
6/30/18 22:30,3.15,13.7
6/30/18 22:45,3.06,13.8
6/30/18 23:00,2.99,13.8
6/30/18 23:15,2.91,13.8
6/30/18 23:30,2.84,13.9
6/30/18 23:45,2.78,13.9
7/1/18 0:00,2.72,13.9
7/1/18 0:15,2.65,13.9
7/1/18 0:30,2.6,14
7/1/18 0:45,2.57,14
7/1/18 1:00,2.53,14
7/1/18 1:15,2.49,13.8
7/1/18 1:30,2.45,13.8
7/1/18 1:45,2.42,14
7/1/18 2:00,2.41,13.9
7/1/18 2:15,2.37,13.9
7/1/18 2:30,2.36,13.9
7/1/18 2:45,2.35,13.7
7/1/18 3:00,2.35,13.9
7/1/18 3:15,2.36,13.9
7/1/18 3:30,2.34,13.9
7/1/18 3:45,2.34,13.7
7/1/18 4:00,2.3,13.7
7/1/18 4:15,2.29,13.7
7/1/18 4:30,2.27,13.7
7/1/18 4:45,2.25,13.8
7/1/18 5:00,2.25,13.6
7/1/18 5:15,2.24,13.8
7/1/18 5:30,2.24,13.8
7/1/18 5:45,2.23,13.8
7/1/18 6:00,2.22,13.8
7/1/18 6:15,2.21,13.8
7/1/18 6:30,2.21,13.6
7/1/18 6:45,2.22,13.6
7/1/18 7:00,2.22,13.8
7/1/18 7:15,2.23,13.6
7/1/18 7:30,2.27,13.6
7/1/18 7:45,2.3,13.6
7/1/18 8:00,2.5,13.5
7/1/18 8:15,2.69,13.6
7/1/18 8:30,2.86,13.7
7/1/18 8:45,3.01,13.6
7/1/18 9:00,3.14,13.6
7/1/18 9:15,3.27,13.5
7/1/18 9:30,3.35,13.5
7/1/18 9:45,3.47,13.6
7/1/18 10:00,3.61,13.5
7/1/18 10:15,3.74,13.3
7/1/18 10:30,3.88,13.4
7/1/18 10:45,4.16,13.3
7/1/18 11:00,4.53,13.3
7/1/18 11:15,4.76,13.4
7/1/18 11:30,5.04,13.5
7/1/18 11:45,5.31,13.5
7/1/18 12:00,5.57,13.6
7/1/18 12:15,5.93,13.6
7/1/18 12:30,6.34,13.8
7/1/18 12:45,6.7,13.6
7/1/18 13:00,6.99,13.7
7/1/18 13:15,7.22,13.6
7/1/18 13:30,7.43,13.6
7/1/18 13:45,7.59,13.7
7/1/18 14:00,7.82,13.6
7/1/18 14:15,7.99,13.6
7/1/18 14:30,8.13,13.5
7/1/18 14:45,8.3,13.5
7/1/18 15:00,8.39,13.6
7/1/18 15:15,8.38,13.4
7/1/18 15:30,8.29,13.6
7/1/18 15:45,8.17,13.7
7/1/18 16:00,8.06,13.6
7/1/18 16:15,8.06,13.6
7/1/18 16:30,8.05,13.6
7/1/18 16:45,8.02,13.6
7/1/18 17:00,7.95,13.6
7/1/18 17:15,7.85,13.6
7/1/18 17:30,7.68,13.5
7/1/18 17:45,7.5,13.8
7/1/18 18:00,7.28,13.5
7/1/18 18:15,7,13.7
7/1/18 18:30,6.75,13.6
7/1/18 18:45,6.45,13.7
7/1/18 19:00,6.03,13.6
7/1/18 19:15,5.68,13.7
7/1/18 19:30,5.35,13.7
7/1/18 19:45,5.1,13.6
7/1/18 20:00,4.91,13.7
7/1/18 20:15,4.74,13.7
7/1/18 20:30,4.62,13.8
7/1/18 20:45,4.47,13.7
7/1/18 21:00,4.34,13.7
7/1/18 21:15,4.21,13.6
7/1/18 21:30,4.11,13.7
7/1/18 21:45,3.99,13.7
7/1/18 22:00,3.88,13.8
7/1/18 22:15,3.76,13.8
7/1/18 22:30,3.67,13.7
7/1/18 22:45,3.57,13.7
7/1/18 23:00,3.49,13.6
7/1/18 23:15,3.44,13.6
7/1/18 23:30,3.39,13.6
7/1/18 23:45,3.35,13.6
7/2/18 0:00,3.3,13.7
7/2/18 0:15,3.26,13.7
7/2/18 0:30,3.23,13.5
7/2/18 0:45,3.22,13.7
7/2/18 1:00,3.2,13.7
7/2/18 1:15,3.2,13.5
7/2/18 1:30,3.19,13.5
7/2/18 1:45,3.19,13.5
7/2/18 2:00,3.2,13.5
7/2/18 2:15,3.18,13.5
7/2/18 2:30,3.18,13.5
7/2/18 2:45,3.18,13.5
7/2/18 3:00,3.15,13.6
7/2/18 3:15,3.14,13.4
7/2/18 3:30,3.13,13.4
7/2/18 3:45,3.13,13.6
7/2/18 4:00,3.12,13.4
7/2/18 4:15,3.13,13.4
7/2/18 4:30,3.12,13.4
7/2/18 4:45,3.08,13.4
7/2/18 5:00,3.06,13.6
7/2/18 5:15,3.04,13.4
7/2/18 5:30,3.01,13.4
7/2/18 5:45,2.98,13.4
7/2/18 6:00,2.94,13.5
7/2/18 6:15,2.93,13.5
7/2/18 6:30,2.91,13.5
7/2/18 6:45,2.87,13.5
7/2/18 7:00,2.86,13.5
7/2/18 7:15,2.83,13.5
7/2/18 7:30,2.81,13.5
7/2/18 7:45,2.8,13.3
7/2/18 8:00,2.97,13.5
7/2/18 8:15,3.15,13.4
7/2/18 8:30,3.29,13.1
7/2/18 8:45,3.42,13.1
7/2/18 9:00,3.54,13.1
7/2/18 9:15,3.7,13
7/2/18 9:30,3.98,12.7
7/2/18 9:45,4.28,12.8
7/2/18 10:00,4.61,13.3
7/2/18 10:15,4.91,12.7
7/2/18 10:30,5.23,12.7
7/2/18 10:45,5.53,12.6
7/2/18 11:00,5.86,12.5
7/2/18 11:15,6.21,12.5
7/2/18 11:30,6.55,11.3
7/2/18 11:45,6.83,11.2
7/2/18 12:00,7.08,11.3
7/2/18 12:15,7.34,11.2
7/2/18 12:30,7.55,11.3
7/2/18 12:45,7.62,11.4
7/2/18 13:00,7.76,11.2
7/2/18 13:15,7.88,11.4
7/2/18 13:30,8.02,11.3
7/2/18 13:45,8.13,11.3
7/2/18 14:00,8.2,11.3
7/2/18 14:15,8.4,11.2
7/2/18 14:30,8.6,11.1
7/2/18 14:45,8.75,11.2
7/2/18 15:00,8.95,11.3
7/2/18 15:15,9.13,11.3
7/2/18 15:30,9.31,11.2
7/2/18 15:45,9.41,11.3
7/2/18 16:00,9.41,11.5
7/2/18 16:15,9.25,11.5
7/2/18 16:30,9.06,11.4
7/2/18 16:45,8.79,11.4
7/2/18 17:00,8.47,11.5
7/2/18 17:15,8.26,11.5
7/2/18 17:30,8.02,11.5
7/2/18 17:45,7.76,11.4
7/2/18 18:00,7.52,11.5
7/2/18 18:15,7.25,11.4
7/2/18 18:30,6.98,11.3
7/2/18 18:45,6.72,11.4
