Datetime,Temp,EC
6/23/18 18:00,2.78,20
6/23/18 19:00,2.27,20.4
6/23/18 20:00,1.78,20.1
6/23/18 21:00,1.4,20.4
6/23/18 22:00,1.12,20.5
6/23/18 23:00,0.95,20.7
6/24/18 0:00,0.76,20.4
6/24/18 1:00,0.62,20.5
6/24/18 2:00,0.51,20.6
6/24/18 3:00,0.46,20.6
6/24/18 4:00,0.34,20.9
6/24/18 5:00,0.3,20.9
6/24/18 6:00,0.32,21.1
6/24/18 7:00,0.25,20.9
6/24/18 8:00,0.18,21.4
6/24/18 9:00,0.77,21.1
6/24/18 10:00,1.47,21.2
6/24/18 11:00,2.19,21.1
6/24/18 12:00,3.84,21.3
6/24/18 13:00,5.08,21.3
6/24/18 14:00,6.08,21.2
6/24/18 15:00,6.71,20.8
6/24/18 16:00,6.78,20.5
6/24/18 17:00,5.98,20.1
6/24/18 18:00,4.95,19.4
6/24/18 19:00,3.83,19.1
6/24/18 20:00,2.93,19.1
6/24/18 21:00,2.32,19.3
6/24/18 22:00,1.88,19.5
6/24/18 23:00,1.51,19.4
6/25/18 0:00,1.22,19.2
6/25/18 1:00,1,19.1
6/25/18 2:00,0.84,19
6/25/18 3:00,0.77,19.3
6/25/18 4:00,0.79,19.3
6/25/18 5:00,0.8,19.4
6/25/18 6:00,0.71,19.3
6/25/18 7:00,0.56,19.4
6/25/18 8:00,0.47,19.5
6/25/18 9:00,1.09,19.5
6/25/18 10:00,1.74,19.6
6/25/18 11:00,2.94,19.4
6/25/18 12:00,4.46,19.5
6/25/18 13:00,5.57,19.4
6/25/18 14:00,6.34,19.1
6/25/18 15:00,6.66,18.6
6/25/18 16:00,6.18,17.9
6/25/18 17:00,5.61,17.1
6/25/18 18:00,4.83,16.5
6/25/18 19:00,3.72,16.4
6/25/18 20:00,2.24,16.3
6/25/18 21:00,1.69,16.4
6/25/18 22:00,1.36,16.2
6/25/18 23:00,1.12,16.1
6/26/18 0:00,1.01,16
6/26/18 1:00,1.05,16
6/26/18 2:00,1.03,16
6/26/18 3:00,1.05,16.1
6/26/18 4:00,1.08,16.1
6/26/18 5:00,1.09,16.3
6/26/18 6:00,1.12,16.5
6/26/18 7:00,1.1,16.5
6/26/18 8:00,1.1,16.5
6/26/18 9:00,1.71,16.4
6/26/18 10:00,2.25,16.6
6/26/18 11:00,3.6,16.5
6/26/18 12:00,4.78,16.5
6/26/18 13:00,5.53,16
6/26/18 14:00,5.93,15.5
6/26/18 15:00,5.84,14.9
6/26/18 16:00,5.07,14.1
6/26/18 17:00,4.54,13.7
6/26/18 18:00,3.48,13.4
6/26/18 19:00,2.25,13.2
6/26/18 20:00,1.45,13
6/26/18 21:00,0.99,13
6/26/18 22:00,0.91,13
6/26/18 23:00,0.81,13.3
6/27/18 0:00,0.8,13.1
6/27/18 1:00,0.76,13.3
6/27/18 2:00,0.67,13.1
6/27/18 3:00,0.55,13.6
6/27/18 4:00,0.5,13.8
6/27/18 5:00,0.46,13.8
6/27/18 6:00,0.44,14
6/27/18 7:00,0.4,14
6/27/18 8:00,0.42,14
6/27/18 9:00,1.01,14.3
6/27/18 10:00,1.59,14.4
6/27/18 11:00,3.11,14.3
6/27/18 12:00,4.13,14.2
6/27/18 13:00,4.89,14.2
6/27/18 14:00,5.3,14
6/27/18 15:00,5.37,13.8
6/27/18 16:00,5.2,13.4
6/27/18 17:00,4.75,13.2
6/27/18 18:00,4.08,10.3
6/27/18 19:00,2.85,6.7
6/27/18 20:00,1.92,13
6/27/18 21:00,1.45,12.8
6/27/18 22:00,1.24,12.9
6/27/18 23:00,1.16,12.9
6/28/18 0:00,1.13,13
6/28/18 1:00,1.12,13.1
6/28/18 2:00,1.08,13.2
6/28/18 3:00,1,12.4
6/28/18 4:00,0.89,13.4
6/28/18 5:00,0.81,13.6
6/28/18 6:00,0.81,13.6
6/28/18 7:00,0.87,13.8
6/28/18 8:00,0.96,14
6/28/18 9:00,1.49,14.1
6/28/18 10:00,1.96,14.1
6/28/18 11:00,3.33,14.2
6/28/18 12:00,4.25,14.1
6/28/18 13:00,4.99,14.1
6/28/18 14:00,5.07,14.1
6/28/18 15:00,4.89,14
6/28/18 16:00,3.63,13.5
6/28/18 17:00,3.18,13.5
6/28/18 18:00,2.56,13.4
6/28/18 19:00,2.23,13.6
6/28/18 20:00,1.86,13.7
6/28/18 21:00,1.53,13.9
6/28/18 22:00,1.29,14
6/28/18 23:00,1.22,14
6/29/18 0:00,1.17,14
6/29/18 1:00,1.06,14.1
6/29/18 2:00,0.95,14.3
6/29/18 3:00,0.96,14.3
6/29/18 4:00,0.92,14.3
6/29/18 5:00,0.75,14.6
6/29/18 6:00,0.67,14.6
6/29/18 7:00,0.76,14.6
6/29/18 8:00,0.89,14.5
6/29/18 9:00,1.47,14.6
6/29/18 10:00,1.63,14.9
6/29/18 11:00,2.07,14.9
6/29/18 12:00,1.84,15
6/29/18 13:00,2.24,15.4
6/29/18 14:00,2.35,15.5
6/29/18 15:00,2.24,15.5
6/29/18 16:00,2.14,15.6
6/29/18 17:00,2.1,15.6
6/29/18 18:00,2.07,15.8
6/29/18 19:00,1.81,15.9
6/29/18 20:00,1.3,16.2
6/29/18 21:00,0.92,16.4
6/29/18 22:00,0.65,16.5
6/29/18 23:00,0.47,16.6
6/30/18 0:00,0.44,16.5
6/30/18 1:00,0.44,16.6
6/30/18 2:00,0.38,16.9
6/30/18 3:00,0.34,16.9
6/30/18 4:00,0.3,17.3
6/30/18 5:00,0.19,17.2
6/30/18 6:00,0.14,17.4
6/30/18 7:00,0.13,17.2
6/30/18 8:00,0.46,17.2
6/30/18 9:00,0.81,17.2
6/30/18 10:00,1.73,17.4
6/30/18 11:00,2.72,17.6
6/30/18 12:00,3.42,17.9
6/30/18 13:00,4.36,17.9
6/30/18 14:00,5.24,18
6/30/18 15:00,5.51,18
6/30/18 16:00,5.61,17.9
6/30/18 17:00,5.28,17.9
6/30/18 18:00,4.09,18.1
6/30/18 19:00,3.02,18
6/30/18 20:00,2.04,18.2
6/30/18 21:00,1.54,18.3
6/30/18 22:00,1.17,18.3
6/30/18 23:00,0.91,18.4
7/1/18 0:00,0.73,18.4
7/1/18 1:00,0.63,18.2
7/1/18 2:00,0.59,18.3
7/1/18 3:00,0.55,18.5
7/1/18 4:00,0.51,18.3
7/1/18 5:00,0.46,18.5
7/1/18 6:00,0.42,18.5
7/1/18 7:00,0.43,18.5
7/1/18 8:00,0.55,18.5
7/1/18 9:00,1.33,18.4
7/1/18 10:00,2.02,18.2
7/1/18 11:00,3.17,13.2
7/1/18 12:00,3.62,10.8
7/1/18 13:00,3.92,10.4
